,search_id,search_query,ts,cuid,total
651,6B83SqpVy1yoSzqGiYjG,mockumentary,2019-11-28 15:08:00.000 -0500,280715197,7969
652,DS6tmxzH468PdGRhyhpv,desolation,2020-03-20 20:55:35.000 -0400,520267994,3011
653,PrQyaBspLh0JjtJzWJT7,ira glass the gap,2019-11-29 20:40:13.000 -0500,374939602,48
654,OXpkp7BL9Hjp43mnN6YO,waiting for superman,2020-05-28 19:48:12.000 -0400,540383908,197
655,W54BtBubSeVTU6jvO0YQ,energy transition,2020-06-06 14:38:20.000 -0400,526338670,2224
656,WPapbxpCJIZVVig4hgcy,choreography: tuixén benet,2018-10-10 01:51:13.000 -0400,202276393,11
657,Qs84zWlDJqiI21SiH6iE,aliens,2020-10-05 21:56:01.000 -0400,610044292,17361
658,YQ8gKlOMocsR8UH4XOhx,denial.of.service,2018-10-09 00:41:34.000 -0400,524075381,357
659,5f865FKdQBr2RzGJhB3R,sarah,2020-02-05 04:52:01.000 -0500,652473657,156981
660,D8vJ1Krm4DkTLIc6QKZA,4k video,2020-03-25 07:48:35-04:00,340985723,67198
661,2eOwHMS8pAvykfhSkdxj,people,2020-09-10 00:17:32.000 -0400,559383717,997
662,YNbsz6V1RkJQDiOpg2YA,Arrive,2019-12-09 07:33:32-05:00,344343821,28988
663,jlwBvQLoYEECD0mx6mwt,what is internet,2019-11-21 12:17:17.000 -0500,277729200,66376
664,ubSK33bbIFQSg2TAHlE5,miniature commercial,2019-12-26 20:03:43.000 -0500,319806990,11330
665,LpLc0RJDviJvwvELM2Xf,leon bridges,2019-12-13 11:43:06+01:00,473285989,439
666,6TThVrgICX71v5XDJyaB,laura barker,2020-08-13 15:29:19.000 -0400,88530838,125
667,CwYWmc4fI5ZnSfNeMtxZ,sometimes i think about dying,2019-12-18 18:20:28.000 -0500,234831726,18918
668,2YJFvecatLVH4Rro5L0d,vimeo on demand,2020-01-19 22:38:57.000 -0500,613959002,72574
669,whxIm8hJ6hcAMNfqC72M,music visualization,2019-05-22 02:24:22+02:00,576602467,107100
670,hWMfSbIMyYe39MMrf42G,change life,2018-10-08 11:42:54.000 -0400,209659681,59893
671,QagJlzCcnTCBjtGbNq5z,boxing,2018-09-25 17:05:31.000 -0400,530850244,118201
672,NV63DiUrPJGVHGxS8kt6,in the begining,2018-09-01 10:54:37.000 -0400,113024037,10980
673,AUGqvQ8JmumhnzMIE3Ei,the blaze,2020-05-09 00:51:21.000 -0400,123689724,4774
674,ITPZzLvb2E2mjrEFQGOR,boxerdocumentary,2019-03-12 21:29:19-04:00,552115731,0
675,ucQW9oUCuRyqsKQyr4kk,macpremo,2020-11-06 00:47:14+01:00,122769969,73
676,fSUoiWLaBBGdSQ2DSpGJ,fashion,2018-10-24 14:41:03.000 -0400,168338553,8604
677,akxeTPcfHU9leYQvBmkr,painted animation,2019-11-03 20:00:36.000 -0500,460201210,111946
678,ssZ5lkD5j0ZsyFg775En,watchtower of turkey,2020-09-05 16:54:41.000 -0400,100434736,129
679,NC8B0J16ASBIRDejJn1y,new yorkchildren's film festival,2019-10-19 21:25:25-04:00,72280962,0
680,YUY6UHJ6g9IP6h61486H,londoners,2020-09-20 11:18:40.000 -0400,275231814,1203
681,ZNgxm3LMhksjBhP9qBvg,balance,2018-09-11 16:26:49.000 -0400,306469768,99909
682,qc5hIZSF6RXyEu83nARh,guatemala,2019-10-27 12:16:09.000 -0400,39049153,27493
683,enI9wy07liTSYojGlbI5,succsessfull,2019-12-03 17:37:20+01:00,157358240,1
684,UxUMA2BFUg5FJOkVjlMy,joshua10@garcia.com,2019-04-02 02:06:50-04:00,164456936,0
685,5NDZXmaVe6w6BebYHxwK,watchtower,2020-07-12 16:37:52+00:00,647515790,1581
686,RCqhPhzDM7nqx3IK5FXq,music video credits,2018-09-05 01:53:46.000 -0400,213633539,26960
687,XnocoAXa8b8M30oLJhaC,history,2020-01-29 23:18:57.000 -0500,114179440,346897
688,nYze4lJhQkDPF4XVsaCJ,stella mccartney kids,2019-12-01 19:23:53-05:00,193274934,1323
689,CjooiSDXx5dsx4ipdOoS,elevator,2018-09-03 21:24:46.000 -0400,155379212,12
690,QYb75HYmB5WZifGp128G,espn,2018-10-17 16:53:47.000 -0400,151984542,25026
691,0moqEp6F8xzjmRUnfVBb,motorama vimeo,2020-05-29 17:13:59.000 -0400,649354023,3
692,PgrwtoSYbVjgFN6N5t63,surreal gender music video,2019-11-04 17:51:49.000 -0500,53195623,123
693,Zp9n0RifqUbggWKApGPV,morocco,2019-05-12 13:51:05-04:00,124674768,19533
694,WUNoLILieKDl8DmEBBrp,mattybrown,2020-10-08 04:21:58-04:00,386191682,53
695,nijRTIOmjJjUcHqK0dIB,Those,2018-12-18 05:45:18-05:00,621125139,434873
696,19Zo5U4wBFxom6KDrix4,michelle y uri kranot,2020-03-06 05:09:45.000 -0500,40138089,29
697,4nCZHuD3fWe7FZaw58Kq,gnarly bay,2018-09-04 16:14:33.000 -0400,10284108,91
698,UNahP8rkNaLhEJmZWcAe,canis,2020-09-15 20:42:56.000 -0400,590757916,865
699,lqLeifdOgqdKBsvE9653,diamondsjourney,2019-10-09 20:51:11-04:00,583700779,0
700,9CH4OW0u1exEWwLP3Vme,umbral,2018-09-30 17:07:33.000 -0400,167120460,923
701,glybYaPmMW8WvfeQSFEK,Energy,2019-02-17 15:37:05-05:00,131259872,256315
702,tMglE23mjFSiSv9MK5SS,subway,2019-11-18 23:24:34.000 -0500,411844956,25527
703,AEtlJXlPmhNJAZKLWpBF,hybrid cars,2019-12-03 23:00:18.000 -0500,141100646,14830
704,heJXYEp5TbthFbr2OrYP,metronomy month of sundays,2020-07-15 03:48:33.000 -0400,501256096,4
705,r6pGc68OeKq6kotdvzmp,forsaw,2020-06-10 09:16:29+03:00,438497194,0
706,WZovfS1RJOdXRGMV1ONu,japan,2020-04-29 20:37:27+02:00,259195457,149689
707,1kyeYcUR4c3jzYyQ2UrX,push,2020-02-19 00:48:36.000 -0500,189797412,83553
708,NaBjexVcJQYvPcg9dzGk,theworst dean winters,2020-11-11 20:55:27+04:00,141266956,0
709,UInKqZYUrQ84HPQFQqmI,bicycle,2020-09-28 18:05:02.000 -0400,488900022,60
710,MAuK1spxvg3QqzkiHPIq,motion typography,2018-09-06 23:08:58.000 -0400,14394891,6641
711,oiPmuWU9zxEEmfJ2HsVY,ali ali,2020-04-14 11:12:41.000 -0400,686941999,101053
712,BeGsOkx0XLDugGSwVDkO,format vertical,2019-10-31 10:44:27.000 -0400,431381461,16
713,HSOUlZlrkb25d6u3QNFS,timelapse,2018-10-18 07:59:19.000 -0400,606499667,283657
714,JbVQMJp2gnsYaEZzUmwp,panasonicgh5,2019-12-16 07:41:49-05:00,246756831,1898
715,cCXci3D7DCUEd094QgmI,nature,2020-03-19 13:12:43.000 -0400,585148521,405031
716,7nbduzHC4nQWu4Tu4jA0,music video,2020-03-18 15:39:34+00:00,401289041,1109474
717,AxetAe9bPySDqxJZ5CN1,territory,2020-01-25 20:07:39.000 -0500,27260265,22831
718,h5coN8hEkjtfBZP6OjRe,the blaze,2020-05-11 21:42:13.000 -0400,510870151,4769
719,JI3Dgffy2auDLik398IO,home,2018-09-07 15:19:39.000 -0400,101915274,930231
720,29ArIlwjbZOIbsIFWdX7,hong kong,2019-10-29 11:54:44.000 -0400,11188070,55019
721,ebT0Z6ikGlD275Iz2XfS,slow machete tariq,2020-10-05 13:26:56.000 -0400,372299153,1
722,rLjfWxYtWNTLzqmeiNOa,ryan richey,2018-09-05 18:24:00.000 -0400,26870157,41
723,cd0yKo5BRxljyIrwUper,words,2020-03-24 05:13:31.000 -0400,139026301,269374
724,eAjrCmNua3au9JUHF2yG,paint art,2018-09-11 00:54:03.000 -0400,572959185,14222
725,1bsQKtRTP7S9GXRFgHac,florence et fils,2019-10-19 13:58:24.000 -0400,483298075,60
726,eYRLoiKB7rcVMMcwndfc,rise,2020-02-18 13:55:30.000 -0500,684621492,112621
727,OEVYETggGCPYZwzk3GMV,time,2018-10-17 11:10:20.000 -0400,505508659,1720323
728,wm2qKcXWTAqzWzukUgW7,thom yorke,2020-04-08 09:38:51.000 -0400,126495643,1288
729,AyxIT7DFfbNYcs62ombl,illusions,2019-11-11 23:20:32.000 -0500,618468894,13580
730,kaBCDltvulGjOpkqOwUc,fitc,2019-12-31 01:10:47.000 -0500,637212851,595
731,ayEKrdz4NQ0UiLBoczbY,alien code,2019-10-31 23:23:15.000 -0400,247769731,19229
732,zW1Ii0vkeQEGLNc3mefP,nature,2020-03-30 11:28:38.000 -0400,156871157,404412
733,j3lZvqF9L0UMIGXNQbbf,quarantine,2020-04-05 08:34:30.000 -0400,2475225,6006
734,rDSxz7QoMQ1laQDESrRa,lifechangingplaces,2018-10-16 19:51:35.000 -0400,465629285,20
735,21L0NdlEz5rTKcvvorsS,holy ghost,2020-02-19 15:08:41.000 -0500,131170870,6218
736,ynWqPaum9qFQ2vCKMZJE,"penny lane, the voyagers,",2020-07-15 07:43:42.000 -0400,317970444,5
737,RR9rn7x3vPIqwk2T32C2,agoria,2020-05-11 21:50:00.000 -0400,449793526,372
738,UIyJiEUUZMQt8TzMLhaP,capture,2019-10-24 20:40:32.000 -0400,46579311,159366
739,7Uldnxys9BPP9d1v5o1A,all people,2020-01-22 15:11:15.000 -0500,631815278,286359
740,ugsSJscXUACVL9PdBXsJ,scotland coast,2020-09-22 20:29:27.000 -0400,144797270,1467
741,Fk5Wvpc2YG58eI6BTWs9,scholarstic,2019-12-28 10:00:33-05:00,498585129,0
742,lmQLerx41uMcNBO4gxN7,timelapse,2019-10-17 09:15:45.000 -0400,673690603,291611
743,vLpgehBvEgEtlGpmXIUj,comittee,2020-05-23 09:46:51-04:00,288425351,152
744,p5bEGZkQlTqD6MWyEY3V,jon bregel,2018-10-17 18:05:26.000 -0400,38241186,24
745,NExT7zZeEEsfUK6trN7B,diplo,2020-10-21 02:14:59.000 -0400,386200051,2810
746,XcxIJ0ZnXplBjnMJxOWb,venice,2020-04-08 11:49:32.000 -0400,364771289,39849
747,oHnHI7Cvs2AQWBPzPZh3,buckdesign,2019-10-17 18:25:10-04:00,145389025,18
748,vlTqZKHIhd3HAG6XTAFq,boats,2020-09-22 00:46:46.000 -0400,323558999,18
749,YIk1dipHQcgYw7LnmRXl,semi permanent,2020-01-27 01:35:20.000 -0500,469519196,865
750,PYGFfxURPhqpqCsC4826,sound design,2018-10-02 12:35:53.000 -0400,236470794,216973
751,Jd2aJPpSGGg52R1my22p,a$ap rocky - a$ap forever,2019-11-30 07:47:57.000 -0500,524360817,24
752,2RwGrgHlyS9HRfcZyeQB,adidas ad,2019-11-05 14:52:21.000 -0500,225770865,36438
753,kHy7WuiPlO4hwkxnHAlZ,alone,2020-02-22 02:30:20.000 -0500,375388290,109888
754,dwljy5GInsORCM0tjhVl,vertical videos,2019-10-21 22:44:29.000 -0400,159801441,43588
755,di7tRK8k4tQqMocZcy9q,billie eilish,2019-11-26 05:18:24.000 -0500,403257342,754
756,zwoSOXn6tVtldNhdQz5a,vertical ad,2020-03-09 09:26:37.000 -0400,392830000,47971
757,iBrQGEu18morqUZborpN,origanaly,2019-02-09 19:38:26-05:00,470206917,3
758,SLYvDjE08eiE34efY3zJ,the letter,2020-10-08 19:55:30.000 -0400,509043535,41915
759,x6kA4CmCy3PMQtkpxQuQ,we livethis,2019-02-05 01:30:02+01:00,181209260,1
760,fTCPvCUXuTlFhmpWwNUY,skin,2020-06-04 06:45:09-04:00,151625209,105215
761,3sI8VR5ZdeZaTsLLyClz,andrew thomas huang,2018-10-18 15:17:32.000 -0400,584471802,140
762,gg2IXw0FFqJlnv39TEgI,fauve,2019-12-22 04:09:51+01:00,558278632,672
763,j8uMlvishknKextxvvuq,spy video,2020-11-06 09:21:50.000 -0500,171953090,2867
764,92V2BGzwupkqGaFahnFI,https://www.jennings.org/,2019-11-21 13:51:34-05:00,44554625,53
765,LlPnhZPycXv20lNG6axK,romaingavras,2019-12-13 00:54:38-05:00,249410534,34
766,4pFzsuKqOjJqnYwhIQ2Z,black rain,2020-01-20 15:25:55-05:00,340139795,110278
767,FzfuS3TQgHXB1GknKjbH,macro leaves,2020-08-21 10:42:24.000 -0400,228480057,115
768,OYyYq6ePkQVu9pEoX1bV,short documentary,2019-07-07 21:53:45-04:00,474641853,77355
769,bgUGMilePrrV1cMbQQEs,julien bevillard,2020-01-09 10:13:28.000 -0500,207874043,8
770,oO4vdRg3uJMjkM1xSPIB,alex roman,2019-11-19 20:37:48.000 -0500,621114203,54539
771,2lWGikBrvR83tbMTGAOk,nikes frankocean,2020-05-28 04:23:58-04:00,215035632,1
772,n7d5Kjra898XeSyfcxPS,adventure movies,2020-03-23 09:55:58.000 -0400,3863836,126811
773,MswHbp7qY5k03NvkDRgm,http://www.allen-hernandez.com/,2020-03-03 04:51:32-05:00,491364933,28
774,IR3XypTMbSnu1Zikr90G,photogrammetry,2020-09-10 10:39:57.000 -0400,610298005,3384
775,9tLmLl5HvKZ1usuTV7z2,shop,2020-04-10 11:46:23.000 -0400,369042578,3884
776,IZadDjIwqnO8Yk8m1tJk,http://www.banks.com/,2019-12-27 19:33:46-05:00,620756548,2416
777,LZK0IQzcDJjaKDso4YPs,removed,2020-05-19 13:14:03.000 -0400,184414365,29863
778,Zuzxv0MGkSjwUcf2GkyF,morocco,2020-01-15 18:14:15.000 -0500,65217971,19730
779,MR1dd1KmYi62XsDWciju,korean food,2020-03-20 04:03:09.000 -0400,385041032,28495
780,cqsuCxJpj4W6q14qvGWc,iron sky paolo nutini,2020-02-27 09:01:30.000 -0500,455467078,67
781,7u9g0MCm33adRCTHLAnr,afterwork,2020-06-20 15:40:05.000 -0400,382363077,2029
782,RiL34E6akmIEHjbqEImF,ayia easy,2020-08-04 19:59:11.000 -0400,244563661,9
783,VSwD1N46rmlDHNOf21ts,ivry,2020-03-03 02:56:26.000 -0500,153447823,1230
784,EC9WOA2cANitDR3N3kpR,inspirational,2020-09-24 03:45:59.000 -0400,559383717,51
785,x8jtK1wvX58edT8q1T8y,4k video,2018-09-17 12:15:09.000 -0400,349557994,34425
786,0mX3OgktbVq3UyONYdJn,johnson cheng,2020-05-28 17:17:32.000 -0400,343835393,98
787,bbSDHg9YOlr1KMO08jZr,memoria,2019-12-16 12:05:05.000 -0500,597710299,35140
788,S3OOvDwGJEhLiQvmMKvU,sam kolder,2020-02-19 23:01:39.000 -0500,356537632,390
789,zVkTc4lIE7nIv8hLzPSB,christmas film,2019-12-21 17:17:23.000 -0500,214364993,9889
790,hFRZl3SexRzYx7lvcRoz,hyperlapse,2020-02-03 22:21:44.000 -0500,436669875,12635
791,WzSyhLen2BXEu5OSygPS,short+film,2019-09-23 12:20:51-04:00,431408584,1030
792,IVlkIBk3JxBYPy6YENoz,youth,2020-03-23 04:09:29.000 -0400,612685514,235371
793,ZkVeQNR75aeYpzhbV0d6,bord scannan na,2018-09-19 18:44:47.000 -0400,156144511,46
794,a3c34Quxrk1LemsA370c,facemask,2019-07-22 03:20:02-04:00,494497235,1063
795,YxhPNhmd6XcC4lVh5Ylc,short film award winning,2020-10-23 17:02:26.000 -0400,328008645,7837
796,cUZC7VbchKPXUg2fcQkF,philip seymour hoffman,2019-10-22 22:47:20.000 -0400,415184964,274
797,JIx3n75P71Tw6pwOJ6pe,just a drill,2020-03-04 06:30:25.000 -0500,419494575,32501
798,8jt7dRkh3qxuyZwfB48T,watchtower of turkey,2018-10-04 02:42:23.000 -0400,684416482,103
799,xI4tpnjz9bjLL7crJ1Ig,san francisco,2018-09-20 20:01:34.000 -0400,297279950,120983
800,yJhks9GP78h11D3P35iV,be a lady they said,2020-02-24 21:54:52.000 -0500,694737262,60153
801,oobtYEnhdTO1W7Pwbg1P,miller and son,2019-12-05 20:42:43.000 -0500,155664415,65940
802,4LfQxplYA4bSd6doLj6b,sierra valley 4k,2018-10-03 15:09:19.000 -0400,318702414,7
803,TlBImcu7FVUc7Yja9ZsO,earth,2019-05-31 19:01:27-04:00,427346172,205698
804,Nq9wLG1zglL4PrUAjNTT,Attack,2019-12-04 10:23:38-05:00,691393565,69103
805,ajDnFxMoU3fcrLuisbFZ,japan,2020-02-27 16:46:54.000 -0500,430365770,145453
806,5898y2C1rzKJvHZR2bV3,short art films,2020-04-05 08:28:58.000 -0400,286576120,90543
807,KHT23yuni0lE9eKo1ufR,hands,2019-12-24 06:31:09.000 -0500,667775187,216800
808,pT82vDGFmdcaXBgqleGb,horror,2020-08-01 19:30:12.000 -0400,149702390,10853
809,fC2fv46wvYQT06VhjAHF,any instant whatever,2020-08-27 01:09:03.000 -0400,446404555,144
810,nvO3LMej4UmR4K4x1enx,macro,2018-10-23 13:08:33.000 -0400,580971523,32768
811,gSPTvG2VjnysqrV4AbjN,akihiko taniguchi,2020-03-24 03:53:07.000 -0400,473256358,29
812,hQvhJRDrcH7lor3iridy,sonar,2020-09-04 07:15:04.000 -0400,140179690,10840
813,6GK2U9yRkHFtZIavrFd4,bjork,2020-03-26 10:12:20.000 -0400,609028063,4781
814,bFeFf4X985n8NcGBpnm3,great big story,2020-02-20 02:28:06.000 -0500,522198062,5824
815,QDtTLehddZm9xipVWVoJ,city life,2019-10-17 06:12:59.000 -0400,164812608,58363
816,WonzqJCTJhL8nT5tKr0Q,sober,2018-09-25 02:02:30.000 -0400,694608284,5350
817,1IDkbE2qQmSiE0LNTga0,techno,2020-04-16 09:17:07.000 -0400,193513940,49117
818,v56khWb5yJjivOKYQfId,farmer,2019-12-20 21:22:28.000 -0500,297066938,37959
819,2kHpqP6I9dRcP8qXvlvG,afronauts,2020-02-15 02:11:05.000 -0500,45809054,88
820,m4aSPi5ItJNMjm2CVMPa,film tape,2019-12-30 02:59:52.000 -0500,411471463,80389
821,UEOpP9Cy9Anxu7DeSAp0,alps,2019-10-29 08:18:22.000 -0400,662210446,33363
822,Al3KhH89aYYsyR63FnWm,explainer,2020-01-20 16:41:30.000 -0500,67764199,187704
823,6unyZ6jDCPX6Z5Iizbxl,http://evans.com/,2020-08-18 20:51:39-04:00,137708275,2889
824,nKEjC4wpqa2iGYbIp8Zn,psa,2020-04-03 19:40:23.000 -0400,404305022,79680
825,fpJXpLeNpDZPLkkCeDJd,wedding,2018-10-18 19:26:41.000 -0400,362936833,1311674
826,FTR4dd1Rt5OzOiKjpkKw,sunset,2020-08-14 12:22:25.000 -0400,151509083,134932
827,vP8flIxBiTXA52TVc5lu,#sheltershorts,2020-06-28 19:15:32.000 -0400,46222148,69
828,4pFzsuKqOjJqnYwhIQ2Z,black rain,2020-01-18 06:32:22.000 -0500,340139795,110278
829,Uznc6RMGBpg74lil5zIR,mk12,2020-06-19 00:10:27.000 -0400,215181440,374
830,CCJW1phBB2pvIdqotaJ8,new york,2019-07-22 11:35:51-04:00,261777679,377758
831,CjgLB1jn3axVghehZN4u,skin,2020-08-06 01:38:22-04:00,295230243,105215
832,94OdbhBWTRKxqvweMcvz,solipsist,2018-09-04 15:10:23.000 -0400,294398842,100
833,Zr9Uy7IiqX925D1YsMe7,creed mctaggart,2019-12-05 13:07:16.000 -0500,415718440,141
834,0RJjwFOakYPn5ZrDWRTs,longdistance,2020-05-19 15:31:56+03:00,321703877,580
835,9wWKZjRgUgU5xnLjjS8p,guaxuma,2019-07-14 21:37:23+02:00,519640766,22
836,BzNp7ngPFVoKSpszC0Vs,the white birch the weight of spring,2019-06-30 05:05:02-04:00,550068100,42
837,Zlt72nNCSOheSGVAlNzH,timelapse,2018-09-14 02:01:02.000 -0400,11133156,282929
838,mdmGXcXsnLaSmSlTwnYv,voice over,2019-12-06 14:49:21-05:00,207995766,83135
839,qyfxObLnTQtAd2msLtS0,we keep on dancing,2018-10-28 11:26:21.000 -0400,355771844,810
840,SttkNd3xTJQn2FgjZZ5v,denali,2018-09-19 04:42:01.000 -0400,141670166,2327
841,SW38nfyW2n7isbO7glq8,face tracking,2020-10-05 10:24:56.000 -0400,447556349,1826
842,fZBZzKMHlLzZeioYlq4B,film,2018-09-30 23:49:05.000 -0400,588242113,67861
843,g67Q78rkHgb7QlWEgKON,bleacher report,2020-10-08 20:50:09.000 -0400,204457109,662
844,kQzP582xau4z0Exu4CNQ,red light,2020-07-27 19:46:51.000 -0400,187612867,17415
845,rpBdm1P8L57U2yHQu3L5,night to day product,2020-02-14 14:23:23.000 -0500,518879809,74729
846,6KfwpKfGYqIs1ZtO81xq,scared is scared,2020-09-04 14:51:47.000 -0400,459827642,6722
847,KLAqUyMS49ZZKn1nBTRr,light,2020-03-17 13:39:40.000 -0400,21409183,655209
848,tObwcZAHiilPvcQPukcY,the regiment,2020-05-28 00:00:04.000 -0400,288753054,2213
849,ivinokx4D4Mo4WLDgkNc,tyler showreel,2019-11-20 16:31:34.000 -0500,87342340,67797
850,mCZVf2miFkvk4UtoyR3d,sci fi,2020-02-09 12:01:08.000 -0500,513405172,122
851,8JpZnhxvE7Lfq5pkIqqg,cancer research lab,2020-02-05 14:42:21.000 -0500,344402877,52053
852,MeqWaKHF2oEfbiYAEZwy,animation,2019-09-23 12:38:46-04:00,664126823,1849322
853,kJaRezJTV2BF2i5HJeny,paris go zones,2018-09-23 20:00:27.000 -0400,416757855,24
854,6aoIBp5BU08NR9CfCTxR,love me like you hate,2020-10-26 20:59:19.000 -0400,27052916,1123
855,POqQgAkz45bnn0g5PdpX,ashes to ashes,2020-08-08 10:05:25.000 -0400,133150506,5981
856,3WAeGlU7DdfRca3aiOmH,againnst,2019-02-05 08:55:07-05:00,495153202,0
857,VgJJX7jUYySe4i8wbDIH,the neighbors’ window,2020-06-08 07:36:44.000 -0400,130029859,315
858,3CeC8Sgj5iRbhV75EkKf,brandon li,2019-12-26 23:04:37+01:00,543289887,351
859,ZaV0auWNFHRSSE7VpSKI,quik,2020-06-05 00:07:58.000 -0400,549634307,3163
860,PXedoYv7344KW57xBbxZ,chile,2020-01-28 18:09:18.000 -0500,351528389,111338
861,T7O49DOfq1DLx5Eff259,fauve,2019-12-02 10:14:24.000 -0500,492026754,783
862,OqnT4O8vwSvYJh3YSqs9,friends commercial,2020-04-07 19:32:44.000 -0400,280454852,86175
863,nLF9kkTECmmKPjlcKpId,painted in dust,2020-04-04 08:31:52.000 -0400,241182283,332
864,Rt7Wd9An3wIBnpYYTTkw,negative space,2020-02-14 17:07:14.000 -0500,327625713,41321
865,N7WTu6MA8wBvPg4piJ3M,brthr,2020-01-15 23:25:51.000 -0500,679236034,159
866,LQDklWjsFYFHZq2uJiex,documentary,2018-10-29 01:02:32.000 -0400,352840938,443837
867,zuz6NiYRUNY9DCCqzYPN,singularity,2019-11-29 14:23:29.000 -0500,658265908,5626
868,HZnkFPi6li1euRAxpBWv,what is music,2019-06-11 04:28:20-04:00,622720442,97241
869,rUUUuYbi02IIREXdyTDv,watchtower of turkey,2018-10-17 13:58:47.000 -0400,492924128,105
870,HRNWiaaTTAlwmd6JDiVU,change,2020-03-04 00:35:01.000 -0500,24173573,463373
871,8ZQy6DE6hpuFMjG394TY,tame impala director,2020-05-21 15:04:13.000 -0400,199179064,72
872,DCedZ3r4ijgUlCty2jwi,tokyo,2019-10-22 05:56:12.000 -0400,554426293,72135
873,f6waWfKOnmtrKW63rNL7,https://placekitten.com/649/322,2020-08-01 02:01:37-04:00,223359653,0
874,4j7u2M4vuzUzJk8ZKhrP,eye,2018-09-20 21:25:07.000 -0400,94152954,184231
875,1reSle7OOwsMf0laXhKW,racism,2020-09-14 00:58:19.000 -0400,134793132,28
876,OpKGg141IFw9RLdQRWcv,sister wife alex,2018-10-12 13:18:55.000 -0400,292570965,41
877,9s8kyVSa6JowyFoJu56x,paris,2018-09-26 00:15:12.000 -0400,652177161,259862
878,ZksHu98rG2TmpxUiO3uJ,alaskan tapes,2019-05-22 23:38:30-04:00,181767923,73
879,I2IETZLMdEcBXU4wN1fZ,thunder road,2020-05-20 18:40:03.000 -0400,665416221,1066
880,5NyEME3seFgafu8Susja,edgar wright how to do comedy,2019-12-12 13:06:31.000 -0500,477872627,232
881,kRpktWuOPpmJbBHaaU5N,nature,2019-12-05 15:44:58.000 -0500,11060326,396380
882,xzlZVmHRrg6pvkroodIT,tokyo,2018-09-10 08:59:59.000 -0400,96992543,67891
883,FxIt2DFfEgvR67lVRRLB,horrorshort,2019-03-22 20:55:35-04:00,263434510,725
884,N35KsFhyh73TMAc5gGh3,dream voyager,2018-10-08 11:02:24.000 -0400,71309772,124
885,EZSInQEPTSvfWsdIHexb,surfing siberia,2020-07-10 18:07:23.000 -0400,622242629,8
886,JYwXUbDLyft9y8LSauh0,short films,2019-09-27 02:19:35-04:00,101068290,76879
887,l75U20zOeuC7zHKvmlVV,irregulars,2019-12-11 12:50:38.000 -0500,322506260,1276
888,BjENx2O4jkTCZLz5r0Vm,words,2020-01-14 12:58:15.000 -0500,422960220,264657
889,SL0TW9Ev7wfMoc5si9fi,duet,2020-04-24 21:45:32.000 -0400,125710369,21629
890,HSOUlZlrkb25d6u3QNFS,timelapse,2019-08-19 00:01:49-04:00,606499667,283657
891,NMOO3b9Cbhxd5uj1MNnm,sunlight,2020-04-16 16:17:54.000 -0400,405081363,18032
892,O82YuYZwecSUoPWxbseB,color room,2020-03-30 20:06:20.000 -0400,429242600,43323
893,aMH4E73pR3LihYWBxO50,new york timelapse,2020-01-07 13:17:13.000 -0500,518355920,164416
894,DHAXYHXdYnj6zgHMmM0Y,animated music video,2020-02-13 23:45:20.000 -0500,521343060,88017
895,iB1sa6eAJWgrf54pl2Ra,simon ng,2020-03-27 05:05:53.000 -0400,29285239,18319
896,FBh25CcToba6cg6EdFe4,asap ferg,2019-12-05 00:43:09.000 -0500,74348019,267
897,LU3bpO5T6R6tefdkXum8,Article,2019-06-06 21:20:33-04:00,538818046,70436
898,m9OKJKxiwOcNkS3yAZxD,https://thompson-jensen.biz/blog/search/main/author/,2019-03-16 23:55:59-04:00,65694921,0
899,HWG1gOroa7MKhLJAb32o,speed of light,2020-01-21 15:04:44.000 -0500,133209531,64748
900,MAWQkKuJzD3UhkyfhYka,hunger,2020-03-18 10:26:13.000 -0400,414117773,29009
901,97wotp99lVmPzjwR7WEW,beach,2020-01-10 22:54:05.000 -0500,628727063,417187
902,mchiVYmrOalJaQCt0XCF,surprized,2020-05-03 10:24:20-04:00,27842741,32
903,jhbdKQg57zyjXr5yfPRl,magic of hong kong,2020-08-13 18:31:26.000 -0400,516450290,244
904,onyVqAAVFBrTnBOvhOgK,sunrise,2018-10-22 22:49:45.000 -0400,284303112,53331
905,RQpXgmTczwAeQxUq4GEw,circle school,2019-11-26 20:37:43.000 -0500,463119242,95576
906,O33CnLFndTUk7oHpY8ad,miniature short film,2020-01-07 16:09:06.000 -0500,680238889,11275
907,SRDtBCSVcP0RCqrZSQHU,kimchi,2020-10-08 19:50:40.000 -0400,227174545,1225
908,mOUJG2StyEzHvQUcEyOU,the heights,2020-03-10 13:15:58.000 -0400,488961273,47645
909,P9Cm360L36tDzGfttxmt,galaxies,2018-10-12 09:27:42.000 -0400,323497746,24711
910,gRyQbdEi5S1eGP7PWGuP,work,2019-11-14 16:35:55.000 -0500,107936091,1430873
911,9ukLarw4iZmYjIZ2mjEI,mobilize,2020-06-22 15:01:58.000 -0400,382363077,3101
912,nYze4lJhQkDPF4XVsaCJ,stella mccartney kids,2020-03-08 17:23:44.000 -0400,193274934,1323
913,FycxsGlmNkOCtQYFzJ9r,a failure of the imagination,2020-04-06 20:57:19.000 -0400,198163017,166
914,exB2ZPMSqFfNLibWla7b,bullshit!,2020-07-21 13:12:02.000 -0400,622061057,4861
915,bQDtoqtZf0a2pKKTNUNM,emmisarries,2019-12-02 10:10:08-05:00,334051061,0
916,uyFuuehsE0AA1NMhH1SD,wilderness,2020-05-07 12:59:07.000 -0400,540957350,65
