,search_id,ts,cid,position
298,LE7ApHxQGpGH2NZSZi1v,2018-09-17 04:26:35.000 -0400,73665417,6
299,L4UXfH9Xdr7KUCeh6TXX,2018-09-06 18:10:35.000 -0400,157967716,2
300,Do20z8H5N2fx5Mrj7KDS,2020-06-14 12:31:03.000 -0400,292096088,5
301,RHzP7RqKOkmYmKfTpgtY,2020-10-28 17:52:42.000 -0400,1911088,2
302,pgsgsaM7FZm9g1jFSZYw,2019-11-12 16:40:04.000 -0500,108018156,1
303,hOrOoFiBWMQVs3mZwpsh,2020-08-25 10:14:25-04:00,84284164,11
304,6G8cmbPuLcpaexqXAYhF,2019-06-21 09:18:15+01:00,130746973,20
305,eYRLoiKB7rcVMMcwndfc,2020-02-18 13:55:34.000 -0500,108329954,2
306,Id6YpE9oqKTFJzvMvrBZ,2018-09-11 13:21:44.000 -0400,157667168,4
307,FnWQ34FFKMV1GHQ69mZh,2020-09-03 19:37:36.000 -0400,3660736,1
308,NYtwiJv3lrm32Sn5dUDx,2018-10-09 07:30:48.000 -0400,109999643,6
309,nEh7846zHBzRaSFcDZ9M,2020-09-25 22:22:15.000 -0400,264137664,1
310,Erf5VG4jWIdcE6seZoTc,2018-09-11 08:04:53.000 -0400,154583964,1
311,fzz523rWYPCt968hb8Iu,2020-02-12 14:30:52.000 -0500,242772474,3
312,AatmgLvDhWfjGioMRjR2,2020-04-07 16:59:14.000 -0400,20732587,2
313,PrQyaBspLh0JjtJzWJT7,2019-11-29 20:40:17.000 -0500,85040589,1
314,PNQyx2oGSCS4UVFwiCCd,2020-01-16 12:17:33.000 -0500,189294282,1
315,2fBYcC0qOwKvoPgQdBQW,2020-10-09 16:14:20.000 -0400,443856794,1
316,mTDB7vCHL9V5nPiyh6c9,2019-12-23 17:48:53-05:00,26877221,14
317,suVM0WdgLtKH09nwdONt,2018-09-29 22:22:27.000 -0400,240040166,8
318,mzmRqi8F2tZF4qe3LCcr,2019-10-24 08:48:00.000 -0400,136961431,6
319,49KOHnseBQtDiiU9lqK3,2020-02-06 07:19:54.000 -0500,126833748,1
320,jVgwdwtFNZnGCn5z8b51,2018-09-23 08:15:28.000 -0400,125434519,5
321,mjTQ0jYOeM48bJKnzP5X,2018-10-22 19:15:01.000 -0400,213504158,18
322,l2EArnLegEcMPCmmrJR9,2020-10-29 13:52:44-04:00,143233550,12
323,BV7tahFfOu1nhSjXt8gW,2019-09-27 16:02:06-04:00,26404699,4
324,nRveXdPnqowkMeiM1vLw,2019-10-31 13:33:46.000 -0400,156095543,13
325,Md9PbyGPZC1dgr2QDvIz,2018-09-06 18:09:32.000 -0400,89455262,4
326,4IYniGS4w61JVDADA5fO,2018-09-19 14:09:15.000 -0400,21864555,12
327,llMq72FPVbk4UJtlbqcy,2019-11-08 20:17:52.000 -0500,116214074,2
328,H1yjXHFeN1Db1O2JdhgB,2020-01-22 19:28:16.000 -0500,297519326,1
329,BnS1KZbTFvXHwJsvlIZp,2019-11-13 04:28:35.000 -0500,367670191,1
330,xeHA8Q1lCZtyzy5qBT73,2019-11-08 22:02:36.000 -0500,321671439,1
331,zuz6NiYRUNY9DCCqzYPN,2019-11-29 14:23:34.000 -0500,240289181,7
332,O0j2m5tT1frANSqjyRWo,2020-01-26 05:58:47.000 -0500,121526011,1
333,tVTg7SY3c86CnRflCzcp,2018-10-03 21:10:54.000 -0400,250356669,1
334,oEZgm41eDXAyl5P98sVh,2020-06-20 05:52:23.000 -0400,85040589,2
335,ZTt9NvSlumeRnl1CDRc2,2018-09-17 14:56:08.000 -0400,176508773,17
336,G5zxn5aGLqrcFcjhruN5,2018-09-10 22:07:29.000 -0400,282306615,4
337,ptrsNtcaJpQ68WscCxeG,2019-02-13 09:06:43-05:00,121526011,15
338,q0noGqF26K6OIB7SQ73E,2018-09-26 18:54:27.000 -0400,95392989,4
339,stEB9J0FV10amGgQUV40,2018-09-06 20:49:11.000 -0400,275506930,1
340,K6cQ1LBZEOh2pCeCK0dU,2020-03-20 20:30:26.000 -0400,132183063,1
341,REugYKyZ1gC7ASjWMs4T,2020-03-12 22:23:56.000 -0400,256605384,1
342,bbZBhBnaLgTsBS95mTkj,2019-05-14 05:27:38-04:00,372750763,6
343,mlZEcWsTKbmzBaVEQocS,2020-08-06 03:30:17.000 -0400,220293241,1
344,4q4XAtcoElT3YHzr20Iz,2019-06-21 08:26:15-04:00,157667168,16
345,xE8vg1WRBOcUZr7n487L,2019-11-21 00:30:52.000 -0500,258498657,17
346,KqIij75jhwLT6GZQz566,2020-01-15 21:46:39.000 -0500,143233550,6
347,PNmQbH7SD17pBsChs8Bm,2018-10-16 08:17:48.000 -0400,180668935,1
348,vQliMn6OAQfhfuU43SN5,2018-09-25 04:36:36.000 -0400,120538042,4
349,AyxIT7DFfbNYcs62ombl,2019-11-11 23:20:34.000 -0500,63609012,2
350,DOXaZqHvIeq1BKHtDd0q,2020-10-13 06:41:35-04:00,288230647,20
351,S2m8PrfaZqJfICLq5ugW,2019-10-31 12:52:57.000 -0400,128252959,2
352,P3O6yOC8haYdcx72xfBr,2019-11-25 20:42:21.000 -0500,360148889,8
353,N7WTu6MA8wBvPg4piJ3M,2020-01-15 23:26:02.000 -0500,151047286,17
354,JRNKATYURy9gwG7zrjLn,2020-01-21 16:04:57.000 -0500,370289517,1
355,3MwGgm3NEPCFidxDxPLI,2019-12-09 18:19:31.000 -0500,370666941,1
356,C4bzcebSHZe4xSBcBgSf,2018-09-26 19:01:25.000 -0400,165769638,3
357,3uCK61vr1ygRwPDoHnxQ,2019-11-11 21:59:47.000 -0500,113439313,4
358,OL2KocS7NOaar8mCWD3M,2018-10-22 07:38:08.000 -0400,104009964,3
359,t0vvZf21iyKqFfoZU4fd,2020-09-21 15:39:05.000 -0400,455831626,1
360,YPvaUC24vWgQHV3W1zSW,2020-06-07 02:54:42+02:00,74708925,18
361,EJMg4lYGxnfxPkOcFjCq,2020-10-17 20:18:27.000 -0400,234498586,1
362,Uv7uKND0S2FFuoPjUa8x,2019-12-06 03:49:38.000 -0500,193691434,2
363,KgOvl77b6BSIRQzyHI3R,2018-10-22 18:03:31.000 -0400,287684225,4
364,HRNWiaaTTAlwmd6JDiVU,2020-03-04 00:35:10.000 -0500,90613009,1
365,LHAmiVHVzD4UQvFLl4Da,2020-03-04 21:06:51.000 -0500,184750371,13
366,C2XdJIZL0RoUVm3f3u9y,2020-10-08 15:25:50.000 -0400,417159783,1
367,uqQVJ4eMDGyU2MAcfiqj,2018-09-24 21:45:16.000 -0400,4802703,12
368,bjQSA8SgAEm5kylC3osn,2020-06-21 14:14:11.000 -0400,158316231,1
369,OFIVqGwHMkPjK1hOpojU,2020-10-09 10:27:39.000 -0400,80588358,24
370,nBMgI1i3DCGq5QkyfTRn,2020-02-17 02:21:09.000 -0500,85311313,13
371,jVLEw5OySRWiPRwJRZZ1,2018-09-24 23:05:16.000 -0400,66307750,3
372,RHzP7RqKOkmYmKfTpgtY,2020-10-28 17:52:42.000 -0400,1911088,2
373,256GbqqZa06lZhlwlR8D,2020-10-17 15:20:07.000 -0400,220328022,1
374,1wsF2hkzSmP3bQYDFQBd,2020-01-17 00:51:12.000 -0500,290322470,14
375,GIbVk0twSMhyF2sut4O2,2020-02-07 06:33:25.000 -0500,316255289,19
376,fbiDFv8AmDVxgFmj278Z,2018-09-27 06:39:54.000 -0400,108018156,1
377,95NQPWhnYStYXK9q90IS,2019-10-29 19:38:28.000 -0400,161589585,7
378,Z7Mi7RnHGsCGaVCSt6DY,2018-10-19 14:22:02.000 -0400,293751121,1
379,rg2WwESpaO9VTGHOyYOz,2020-02-18 22:11:50.000 -0500,144452277,3
380,CBUCBdZ7G64AerEG73g3,2020-07-03 23:52:00.000 -0400,134001795,8
381,M8IDy7GxTfFUTXWpwatW,2020-10-22 02:13:28+01:00,156045670,1
382,QmUr1iT11HPdYPZQ8teO,2018-09-03 13:23:58.000 -0400,130884499,10
383,L26Nczg8kzlGJ0My6ps8,2020-03-25 20:24:18.000 -0400,188650521,1
384,viSVEajVjYSx4HR8TstM,2018-10-20 02:29:07.000 -0400,151297208,4
385,kcsM9PGHdHrTdNyAnqxp,2019-10-26 22:20:38.000 -0400,80883637,1
386,cQShZS1DJGpOQKuC58JU,2018-10-04 14:06:21.000 -0400,90068717,4
387,7WROk70CW5P0iyF1pKb2,2020-10-11 16:51:06.000 -0400,110602645,1
388,maxkUv7Qf7wnokSC2QHd,2020-03-10 15:09:11.000 -0400,234804853,6
389,ZkVeQNR75aeYpzhbV0d6,2018-09-19 18:44:51.000 -0400,103475540,5
390,9emiclbi3sRL3SmRjxFO,2019-10-19 14:26:56.000 -0400,91928597,12
391,ip1Us4vRD5vFwYHb8j9M,2020-09-18 19:45:27.000 -0400,305536036,1
392,2ERtA66j3HwYH3ybzskx,2019-10-15 06:20:06.000 -0400,271516323,16
393,AfXCOk57yDeGUzDzbL1M,2020-01-18 12:51:14.000 -0500,355005914,1
394,8VFfNUNR5gsDaHqsoLgk,2018-09-14 15:36:11.000 -0400,90667610,1
395,grS8QHgri4OAo2cOVVAr,2018-09-28 08:23:33.000 -0400,225516052,1
396,7YBFufGGnI7PbVGdvzZH,2019-11-19 15:57:37-05:00,259539583,9
397,o0K9vUD3acLJCa0rLaYo,2019-11-25 18:31:32.000 -0500,233685439,1
398,fxP0zJzCS7XoRDxMB1UA,2018-10-19 23:17:39.000 -0400,106439057,4
399,u6cnrTai6pvN9yjDfvEO,2019-10-31 13:40:33-04:00,370946743,2
400,3Tyyu2CwVLPTmE4uBoy5,2019-11-27 11:19:25.000 -0500,19905131,1
401,GY46WBNj7jPNpi3lbvt4,2020-04-06 21:08:23.000 -0400,83269692,7
402,R40f6IQyTWj2dvnTCafZ,2020-05-18 08:30:00.000 -0400,216057494,17
403,FkmkPAEG2O8lojcJzaby,2018-10-17 10:41:30.000 -0400,103448394,1
404,dJLn8a7kMd20KeVdpSIP,2020-02-06 14:42:57.000 -0500,297057335,7
405,HsPRHc6jzyZ04BTrgg4E,2019-11-26 08:52:30.000 -0500,162658656,1
406,IZOh7sImNqRTQ3HOBSdG,2019-12-05 21:08:16.000 -0500,1211060,66
407,8ofk32JK1wEifE9QH2K8,2018-09-30 15:51:37.000 -0400,259943563,3
408,F2uUpudG8vWYb9N5vINU,2020-02-03 01:06:39.000 -0500,294208496,1
409,gj5QVzXsoaUieL5m6w3i,2018-09-25 13:59:07.000 -0400,281175927,13
410,gBBNUoiLS4wq5Pag1sSx,2020-08-07 16:42:51.000 -0400,8653232,2
411,ipYFGFFelyxQNaCBZZME,2020-04-24 03:02:37.000 -0400,268614303,1
412,k6NtQw4o2Gyz0zT31BQ4,2020-02-18 09:31:46.000 -0500,147658746,17
413,YcBvejJ01qqGMYx1vhWx,2020-03-22 00:04:43.000 -0400,90312869,3
414,C4bzcebSHZe4xSBcBgSf,2018-09-26 19:01:25.000 -0400,165769638,3
415,p8LraL0kWNAB9mn94y6R,2018-10-12 03:34:08.000 -0400,105412070,7
416,U67xVFDssnzBAWjyScrZ,2020-01-20 19:33:54.000 -0500,252195194,2
417,BM6vVkVoO0FGLbbGaoFi,2020-07-02 16:08:33.000 -0400,316074337,6
418,iI8TxJPBhRed5YyEE8vY,2020-10-21 01:54:15.000 -0400,353833615,1
419,K45T2D5fYw9jF9Z2HsSQ,2018-10-03 11:02:39.000 -0400,177880740,7
420,6TL2ETsolP2iqgSJ4AKC,2019-10-23 16:04:03.000 -0400,315586873,17
421,Opt1Nopve93R9ncNpP47,2020-06-18 00:47:15.000 -0400,321375131,5
422,5hWwV7uqWbarBLBF8U1L,2020-06-25 08:23:02+08:00,68083055,5
423,ZksHu98rG2TmpxUiO3uJ,2018-10-13 15:57:52.000 -0400,224807503,1
424,jVgwdwtFNZnGCn5z8b51,2018-09-23 08:15:28.000 -0400,125434519,5
425,HSOUlZlrkb25d6u3QNFS,2018-10-18 07:59:27.000 -0400,69225705,8
426,50FisJlyKOiWfa1Kr27f,2019-11-26 15:27:24.000 -0500,136689216,4
427,4jLJA0aJGBusYV5VMcxZ,2019-10-31 03:43:19.000 -0400,277989198,1
428,TPT20srffm1hDdomARTB,2020-05-15 19:49:51.000 -0400,289371414,12
429,7W0nq3iZv0kCTq7UthtT,2020-08-14 09:54:11.000 -0400,76995667,1
430,N35KsFhyh73TMAc5gGh3,2018-10-08 11:02:27.000 -0400,286505925,1
431,yNeH18WhsxAgXuUJhFpk,2019-11-30 11:41:43.000 -0500,336080384,7
432,igKkWylNNbTsOTpZRjvo,2020-05-04 11:56:05.000 -0400,175267444,1
433,iRKrVbRWqq9Lb1ANf3Cb,2020-08-30 12:21:11.000 -0400,26875750,1
434,nd7tRQy3OsayibXGLzdV,2020-02-29 15:56:37.000 -0500,64473966,2
435,BeQXFk8DNOVh96vWlutv,2020-10-17 22:54:54.000 -0400,301015110,1
436,UhngJKGmwcrTFYQ7yYZ4,2019-11-10 17:35:49-05:00,2910103,9
437,XYUVSAAgBKBsH2FpptAg,2018-09-20 08:57:30.000 -0400,95145651,12
438,vdoStuhHaY5POsVdMkUy,2020-11-01 08:22:01.000 -0500,2386886,1
439,1NHmPdos8hCKQGx6bx25,2020-03-10 09:37:14.000 -0400,307578337,1
440,kXplQ52tnuKryaecC0AF,2020-02-14 17:29:08.000 -0500,69394786,1
441,l4gvEuikaj14J9sDOIbr,2019-04-21 09:17:19-06:00,96558506,2
442,jFRWnYUdpauBmUWwEE5i,2020-06-29 14:51:05.000 -0400,432360866,2
443,sqKaoCGBJDsRmgmz4E52,2020-03-09 22:14:57.000 -0400,101373765,1
444,MAWQkKuJzD3UhkyfhYka,2020-03-18 10:26:16.000 -0400,152381367,1
445,xZ53oNPcTMZblPDfHA7t,2018-09-13 20:02:17.000 -0400,118380572,1
446,CaE5HqOE5wqv8BLG1MAZ,2018-10-09 16:59:50.000 -0400,2281077,7
447,P6JDq12JI2XTyyydKXzj,2020-05-26 13:36:04.000 -0400,353010302,4
448,p5bEGZkQlTqD6MWyEY3V,2018-10-17 18:05:30.000 -0400,159759039,1
449,uJYU0VBLY1AHeZBZ5o3a,2018-10-06 07:57:43.000 -0400,99401340,16
450,TBvYxF3JnX2tbBcFBNn1,2018-10-01 06:10:59.000 -0400,985696,16
451,hZS1acX2TlXPrJYf1OzE,2018-10-06 23:42:50.000 -0400,255673806,47
452,QnOl6QkYX762UHHRCyuh,2019-12-20 09:51:15-05:00,160978792,15
453,CIBJIW4Jr0CMUSOhOZUk,2019-11-29 23:12:57.000 -0500,216745735,2
454,kRFgIiWdV0uLW4JERDwF,2020-03-05 02:55:07.000 -0500,208432684,89
455,ZQKH4xlzDWDIzZggBR6h,2020-05-07 08:48:03.000 -0400,241250068,298
456,MAuK1spxvg3QqzkiHPIq,2018-09-06 23:09:05.000 -0400,18230243,3
457,vcXMAGR4fxd6PDC33Beq,2019-10-21 17:30:48.000 -0400,105551999,4
458,3gnoGb1rsVYavoxJq8r9,2019-12-03 10:04:44.000 -0500,34531247,6
459,FfnCbsnEH8UUy1IGUe6c,2018-10-14 18:52:32.000 -0400,248498013,2
460,FM2fKQu7tRct1aGW9KmX,2018-09-24 21:12:09.000 -0400,288230647,4
461,CWpIxsksXH2zlRlzzEOv,2018-09-08 09:52:33.000 -0400,263283040,1
462,qR0wWXBKQhWkSpnxGyhs,2019-07-03 14:02:55+00:00,76440793,1
463,ZGt5PvGOTq8nHO48gswu,2018-10-17 15:44:40.000 -0400,14980662,14
464,j0TvRrTVWbvH4tCCAajL,2019-01-25 01:09:53-05:00,278278366,13
465,JYbcGQBtO7669o4kwEqg,2018-09-23 21:00:37.000 -0400,112208320,90
466,pakS1rWszvzztX5ij9yp,2019-11-04 16:34:27.000 -0500,131379560,9
467,wXlyFgbOF8UIWmqSkSBB,2020-03-24 09:51:19.000 -0400,84336261,1
468,pQmKCUb2eXOzz7ao5W4I,2020-01-05 16:43:35.000 -0500,141518601,4
469,uidnzI5Xh3RbgGp1aee9,2020-08-20 15:33:05.000 -0400,427071024,1
470,HxVc6ZaWyWLSfZNzgLv3,2018-10-19 13:35:08.000 -0400,246042473,6
471,On4kzjaWl1K3vLIyFvlM,2018-10-06 16:15:02.000 -0400,168639256,4
472,xQ1q0ns94AJjtJlt2zSc,2020-08-06 13:49:47.000 -0400,247187315,1
473,EZSInQEPTSvfWsdIHexb,2020-07-10 18:07:30.000 -0400,166930720,1
474,VJB5znJn0GHiyNMh2NDt,2020-05-08 05:56:28.000 -0400,66288274,5
475,stEB9J0FV10amGgQUV40,2018-09-06 20:49:11.000 -0400,275506930,1
476,OljmlMNV9PD8R3zFg54I,2020-08-21 14:22:42.000 -0400,442119953,1
477,xxHcPCGUBIaLaSFxtE6G,2020-04-05 19:19:05.000 -0400,36466564,6
478,9OYn23iQLlskg45B1iWR,2020-04-07 03:26:00.000 -0400,402081296,1
479,EKBPtxJmbEGdbbW0lNCn,2020-10-14 15:52:30.000 -0400,444387842,1
480,Fc9TJlcSuqtPttYzWc8x,2020-01-28 08:12:40.000 -0500,351995036,1
481,sTYMT5baD3hZfvDmSDb4,2019-11-06 21:19:57-05:00,98210665,20
482,45Hw7co0h3TLVx0J4TQ8,2020-01-29 21:48:06.000 -0500,74715441,4
483,oCsVdWettyxk6qqVUv2y,2018-09-22 10:07:32.000 -0400,37123607,4
484,ne5GZljByRfDAqzXT1vQ,2019-12-13 15:06:28.000 -0500,64077961,2
485,wFoT1WKswm1MxDjCc733,2019-01-15 23:59:56-05:00,194700076,10
486,n40nJV65D5g5WJSmBbyo,2020-07-27 13:44:01.000 -0400,76127035,2
487,KgOvl77b6BSIRQzyHI3R,2018-10-22 18:03:31.000 -0400,287684225,4
488,j6GijOBjFCQ2kEOaFKIJ,2019-11-21 18:47:02.000 -0500,280017974,11
489,S2fhxI2Au4UCgtwZZRDT,2018-10-16 15:29:22.000 -0400,72632269,5
490,t8Fmlr5xeDhQpYDGaUde,2019-11-16 06:58:53.000 -0500,267406224,15
491,sj3yh16JvOqr3mH6oKbG,2019-12-09 14:07:51.000 -0500,113841869,15
492,43DICCfPFEmmOUW4zdAU,2020-01-15 16:09:32.000 -0500,359281775,1
493,dbXpHLSmxqzyI03ilZsH,2018-10-14 13:38:36.000 -0400,112360862,17
494,MZZiCZSI6v0ypf1AttXt,2018-09-25 00:03:26.000 -0400,291364274,5
495,Of3z27YJaUyqSzOgg3hh,2020-04-12 07:08:53.000 -0400,354586612,1
496,GME2VtCVLHB6srOPK9tU,2018-10-19 19:03:53.000 -0400,173487055,4
497,fpINmnBT5O6TlU2A0atZ,2018-10-11 21:13:39.000 -0400,197412946,3
498,hJxIiwq7RCzYmzpKseaw,2018-10-11 05:52:00.000 -0400,169701518,6
499,GsveEqi5XfrbGPleusHy,2019-11-08 20:46:32.000 -0500,5286799,2
500,eWsmvP4AQUttGm9DIaZD,2018-09-26 03:23:02.000 -0400,288130287,1
501,t2xykWVhNsuf5KdovKPA,2020-09-17 23:34:14.000 -0400,232485795,1
502,g7ymFUMgdmB98yoKNzvH,2020-03-06 18:27:54.000 -0500,176520042,6
503,VEQ6kc7KUZ9bfQIKK5Ri,2020-08-21 15:35:09.000 -0400,256889818,1
504,bVyztVqd3AKZPUtQJYLa,2019-11-19 20:15:31.000 -0500,222862405,16
505,8ofk32JK1wEifE9QH2K8,2018-09-30 15:51:37.000 -0400,259943563,3
506,0LvYk5xBNNSdw9egDvY3,2020-07-29 21:36:04.000 -0400,326104460,1
507,MqfDxX5QwHA016k7uz0n,2019-12-10 01:27:28.000 -0500,377857565,1
508,vnJw67dSJcB5jDFAqRL8,2019-12-09 14:49:53.000 -0500,33091687,1
509,n5gSuQHhMHwPgtoucKQR,2020-01-03 10:35:17.000 -0500,289371414,2
510,JAbmcORgOrwzwkYHees9,2018-10-15 20:02:53.000 -0400,4281374,13
511,MAuK1spxvg3QqzkiHPIq,2018-09-06 23:09:05.000 -0400,18230243,3
512,rxwudb3dnCPYPosC8U4l,2018-10-13 00:41:12.000 -0400,136722796,6
513,iKcIwSnC1dW3adfTPgH9,2020-07-31 22:53:28.000 -0400,135039012,1
514,saiHUMYc58fMuF42osWp,2020-05-27 20:35:17.000 -0400,179936903,1
515,aVSiJTrbzJN7rqheKkt3,2020-02-13 00:49:53.000 -0500,120983588,3
516,uR7Axt8dsT5gbdJy68J9,2020-02-04 17:44:41.000 -0500,145149323,18
517,nCi5qGUWkuux48ygUmhb,2020-03-30 15:39:39.000 -0400,98210665,1
518,dsrWkGp49nFqDaEqwOfv,2020-01-26 07:31:07-05:00,84922558,3
519,ABjZ3RH9RrvpgCxK9MUL,2020-09-08 13:52:26.000 -0400,350783338,1
520,ncjPiMOGALOieSeDrGeb,2019-10-15 10:20:12.000 -0400,330807052,1
521,IoBUVcjY067OJwL4CI0o,2018-09-04 08:58:34.000 -0400,276794240,4
522,GoK25FW2Pm1LVIQe6YXS,2019-11-20 21:39:32.000 -0500,178433501,7
523,1Y8FxtJY79jbqCyFHLYZ,2020-04-19 21:25:23.000 -0400,67658001,8
524,7vh6Z9YDzXzFY9il1H0b,2019-10-23 13:45:16.000 -0400,111049676,18
525,iwKzSKm5kyQdDWbQPMWo,2020-01-29 21:27:53.000 -0500,13084859,2
526,6PlHuca34hz4Tcnd8DzQ,2020-02-19 19:54:55.000 -0500,318824416,1
527,KBIqPc3R53dpCkiU55cV,2019-10-08 00:35:17-04:00,282898783,20
528,mW7VlTyACJBaNlVfdpbL,2019-05-07 23:02:23-04:00,197412946,7
529,YJwDLSFoM959LRMRfrzZ,2020-01-20 07:27:23.000 -0500,202245355,1
530,zMFC4SZdOevObbXawwcc,2020-06-04 03:21:10.000 -0400,291282571,1
531,Zlt72nNCSOheSGVAlNzH,2018-09-14 02:01:09.000 -0400,70573323,5
532,mPed0SFp1QUz9hf87JDV,2019-11-15 19:56:08.000 -0500,271094088,15
533,PnxqApazFuvHlpXfHjiw,2019-11-22 09:56:50.000 -0500,305558448,1
534,yImkrQjKFGycJtMEkcjT,2020-04-07 15:20:32.000 -0400,230046783,1
535,IO6dDy7hZPKY35E7S8Bt,2019-12-09 15:31:57.000 -0500,254744270,7
536,YVUtomhyQ1KpyTMHHO1a,2018-10-18 18:14:28.000 -0400,266748395,1
537,Au0nE6OE29FqN0XZtarX,2018-10-15 16:35:10.000 -0400,148626927,1
538,6snwQYRbqZlkQJCn9f66,2020-03-23 03:40:01.000 -0400,293033666,1
539,6iWRtFojFqoIg0nVe84b,2018-10-09 05:02:45.000 -0400,14428901,7
540,J08mjrSiRZf6IeVIh0ou,2020-08-23 23:45:40.000 -0400,136722796,3
541,wWPJ3HWhDGFu7VNOaAuy,2020-05-13 15:34:59.000 -0400,363666651,1
542,AzXlQYQ5xTj8ScS7geBF,2020-04-02 11:39:27.000 -0400,84763962,2
543,UEcE7xb3g1nJTf0jVAvl,2020-06-05 11:17:58.000 -0400,405146340,1
544,X6YjgvqogLq11vhxD50c,2018-12-25 22:50:51+01:00,204756235,2
545,HUGh0r610afeEnaDSM2u,2020-07-04 07:25:38.000 -0400,431672375,10
546,G5zxn5aGLqrcFcjhruN5,2018-09-10 22:07:29.000 -0400,282306615,4
547,HoORhb9wHvrMbJdScqV2,2020-04-14 23:32:17.000 -0400,71546824,3
548,mxTYcwORmbLCD8XR3TIp,2020-05-04 13:47:45-04:00,305536036,1
549,ACthMfdVeWoD2dxPyjpP,2018-09-12 10:48:35.000 -0400,273656672,13
550,N4lrmviphqsdqKaYHJJv,2019-11-04 16:30:48.000 -0500,103664163,2
551,nbQB0d41pnSJOPLa2arg,2018-10-17 04:11:03.000 -0400,282898783,1
552,074xOGpCoqet4Zlpylmk,2020-03-06 05:00:50.000 -0500,395363404,1
553,PGUNRWLfE7EjhFi35s44,2018-09-14 23:09:25.000 -0400,137094136,9
554,kdfP8I7Ed8bw5Cx1E7q2,2018-10-22 17:14:49.000 -0400,98320228,1
555,c1HcKByFMgMkupp6leJi,2019-11-15 01:54:53.000 -0500,100851656,10
556,aa5TxecXLMLzjpYbLp9j,2020-10-23 07:37:57.000 -0400,73141804,6
557,grS8QHgri4OAo2cOVVAr,2018-09-28 08:23:34.000 -0400,225516052,1
558,5CfVA983hz7D6P0LqrlE,2020-04-18 16:51:23.000 -0400,326104460,1
559,7vH95OxEn4PsOykNlWsG,2018-09-01 06:18:48.000 -0400,251275461,4
560,VskEVnLcJjDujXL13LYz,2020-02-07 16:58:08.000 -0500,247013834,11
561,p5LyVA1AnWU5mGQPN2jn,2020-04-08 19:01:03.000 -0400,884576,64
562,ebT0Z6ikGlD275Iz2XfS,2020-10-05 13:26:59.000 -0400,222974874,1
563,9R86UiACokHlsZzUYi1y,2019-02-21 14:12:11-05:00,371591020,8
564,7OUd46EW8z2xihEq870f,2019-10-16 16:40:34.000 -0400,7739318,1
565,uYKX9qdrIvzsnoVlzaoi,2020-02-17 20:14:48.000 -0500,225045336,1
566,akxeTPcfHU9leYQvBmkr,2019-11-03 20:00:45.000 -0500,993998,1
567,kJuYWtN4R3uReOUHAzdN,2020-08-09 08:13:25.000 -0400,183213801,9
568,XTISolrAAsYF0nez81zZ,2020-10-21 12:08:35.000 -0400,439972585,1
569,SgpfZ5As4wUACyvQE4pD,2018-10-03 10:10:33.000 -0400,272806748,3
570,vhPzeCyHxEi3skRXdxLw,2020-11-07 03:54:21+11:00,28341276,4
571,N1mCPfqPSfPJn36q9xJM,2018-09-11 17:46:56.000 -0400,189294282,6
572,4DBR5fv3f45AduD3K4Ny,2020-01-29 09:11:32.000 -0500,108018156,1
573,O82YuYZwecSUoPWxbseB,2020-03-30 20:06:24.000 -0400,182379676,1
574,uKCDqWd1SdpEiH0Im4y9,2019-10-28 01:19:43.000 -0400,174313049,17
575,rUUUuYbi02IIREXdyTDv,2018-10-17 13:58:50.000 -0400,108018156,1
576,EVOnLMvksxELhdrav6ew,2019-10-20 08:24:31.000 -0400,207528129,5
577,oIFWxgfy1fbpJ3VapbJt,2018-11-18 20:14:23-05:00,90667610,3
578,GEuB71gTJUsCpTvpUb5D,2018-09-27 18:49:09.000 -0400,69740567,8
579,GftFYyWtV7lBqEDZZdxt,2020-02-21 13:38:56.000 -0500,109105753,1
580,00TmDdyeHXwocrH728Uu,2020-03-23 06:39:15+03:00,139729395,8
581,xvR7Vq8ONiqqpLbZ8kFH,2020-01-04 10:21:21.000 -0500,153744866,1
582,sMLjuGnnveF7ibliXcQJ,2020-08-28 18:24:46.000 -0400,176507317,6
583,fC2fv46wvYQT06VhjAHF,2020-08-27 01:09:07.000 -0400,449258441,1
584,EC9WOA2cANitDR3N3kpR,2020-09-24 03:46:02.000 -0400,329875646,4
585,vBnd6cg29RbyR4KxvlpR,2020-04-29 12:58:49.000 -0400,269974403,1
586,V6K82stnB8WqibmK6mNf,2020-01-15 11:31:31.000 -0500,182674322,8
587,CQKXqDgfpUWqeTNlrdBu,2020-09-24 07:47:24.000 -0400,297885089,1
588,JSBT74uvCkOhSA311p5f,2020-01-31 15:22:45.000 -0500,374357131,13
589,MBMeM71zH7dF275anfBc,2020-04-24 11:43:20.000 -0400,67554203,14
590,cUZC7VbchKPXUg2fcQkF,2019-10-22 22:47:31.000 -0400,102550866,1
591,ojzyetVkCSNm0tDvntel,2018-10-01 09:08:11.000 -0400,160978792,8
592,HHxYhAfFTaUNclOGNpJM,2019-11-18 20:11:39.000 -0500,84284164,2
593,su79q5YKHs8gAesfNCkS,2020-01-13 21:54:49.000 -0500,310134392,1
594,NBICD27DKK8VO9Itccok,2020-04-29 03:57:50.000 -0400,156773180,1
595,5NDZXmaVe6w6BebYHxwK,2018-09-08 20:14:02.000 -0400,66659080,3
596,kHy7WuiPlO4hwkxnHAlZ,2020-02-22 02:30:40.000 -0500,136354421,16
